  Word				Document List			Total_Frequency		Doc1_Freq		Doc2_Freq		Doc3_Freq		Doc4_Freq		Doc5_Freq		Doc6_Freq		Doc7_Freq		Doc8_Freq		Doc9_Freq		Doc10_Freq
    sunk			  {9, 7}				       2		       0		       0		       0		       0		       0		       0		       1		       0		       1		       0
sunlight			{1, 2, 3, 6, 9}				      16		       1		       5		       1		       0		       0		       3		       0		       0		       6		       0
  sunlit			     {3}				       1		       0		       0		       1		       0		       0		       0		       0		       0		       0		       0
   sunni			  {8, 3}				       2		       0		       0		       1		       0		       0		       0		       0		       1		       0		       0
  sunris			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
  sunset			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
 sunshin			  {6, 7}				       2		       0		       0		       0		       0		       0		       1		       1		       0		       0		       0
superfici			  {6, 7}				       3		       0		       0		       0		       0		       0		       2		       1		       0		       0		       0
superior			     {5}				       1		       0		       0		       0		       0		       1		       0		       0		       0		       0		       0
superpos			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
supplement			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
  suppli			{6, 7, 8, 9, 10}				      13		       0		       0		       0		       0		       0		       1		       2		       1		       6		       3
 support			{9, 2, 10, 7}				       8		       0		       1		       0		       0		       0		       0		       2		       0		       1		       4
  suppos			{1, 3, 4, 5, 7, 8, 9, 10}				      27		       2		       0		       3		       5		       6		       0		       2		       1		       6		       2
   supra			  {1, 6}				       2		       1		       0		       0		       0		       0		       1		       0		       0		       0		       0
  suprem			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
    sure			{2, 3, 4, 6, 7}				       6		       0		       1		       1		       1		       0		       1		       2		       0		       0		       0
   surer			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
  surfac			{1, 2, 3, 4, 6, 7, 9, 10}				      62		       7		      12		      10		       7		       0		       9		      11		       0		       3		       3
    surg			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
 surinam			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
 surpass			  {1, 6}				       4		       3		       0		       0		       0		       0		       1		       0		       0		       0		       0
 surpris			{2, 4, 5, 9, 10}				       6		       0		       1		       0		       1		       1		       0		       0		       0		       1		       2
 surrend			     {8}				       1		       0		       0		       0		       0		       0		       0		       0		       1		       0		       0
surround			{1, 2, 6, 7, 9, 10}				      15		       2		       2		       0		       0		       0		       3		       3		       0		       4		       1
  survey			{3, 4, 5}				       3		       0		       0		       1		       1		       1		       0		       0		       0		       0		       0
  surviv			{9, 10, 6, 7}				      11		       0		       0		       0		       0		       0		       3		       6		       0		       1		       1
survivor			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
 suspect			  {9, 7}				       2		       0		       0		       0		       0		       0		       0		       1		       0		       1		       0
 suspend			  {9, 6}				       2		       0		       0		       0		       0		       0		       1		       0		       0		       1		       0
 sustain			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
   svant			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
    swam			     {8}				       1		       0		       0		       0		       0		       0		       0		       0		       1		       0		       0
   swamp			 {10, 7}				       3		       0		       0		       0		       0		       0		       0		       2		       0		       0		       1
  swampi			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
   swarm			{2, 3, 4, 5}				       7		       0		       1		       1		       4		       1		       0		       0		       0		       0		       0
   sweep			     {4}				       1		       0		       0		       0		       1		       0		       0		       0		       0		       0		       0
   sweet			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
   swept			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
   swift			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
swiftest			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
 swiftli			  {9, 7}				       2		       0		       0		       0		       0		       0		       0		       1		       0		       1		       0
    swim			{8, 1, 6, 7}				      13		       1		       0		       0		       0		       0		       1		       5		       6		       0		       0
   swing			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
   swirl			     {3}				       1		       0		       0		       1		       0		       0		       0		       0		       0		       0		       0
   swoop			  {1, 7}				       3		       1		       0		       0		       0		       0		       0		       2		       0		       0		       0
      sy			     {6}				       2		       0		       0		       0		       0		       0		       2		       0		       0		       0		       0
  symbol			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
 symmetr			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
symmetri			     {6}				       6		       0		       0		       0		       0		       0		       6		       0		       0		       0		       0
sympathi			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
 synonym			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
synthesi			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
 synthet			     {6}				       3		       0		       0		       0		       0		       0		       3		       0		       0		       0		       0
  system			{1, 2, 3, 4, 5, 6, 7, 9, 10}				      68		      24		       1		       3		       9		       8		      10		       7		       0		       2		       4
 systema			     {7}				       2		       0		       0		       0		       0		       0		       0		       2		       0		       0		       0
    tabl			     {7}				       2		       0		       0		       0		       0		       0		       0		       2		       0		       0		       0
tacchini			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
    tack			{8, 6, 7}				       4		       0		       0		       0		       0		       0		       1		       1		       2		       0		       0
   tackl			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
  tactic			  {6, 7}				       2		       0		       0		       0		       0		       0		       1		       1		       0		       0		       0
  tadpol			     {7}				       2		       0		       0		       0		       0		       0		       0		       2		       0		       0		       0
    tail			{8, 4, 7}				      14		       0		       0		       0		       9		       0		       0		       4		       1		       0		       0
    take			{1, 2, 3, 4, 5, 6, 7, 8, 9, 10}				      52		       6		       2		       3		       2		       5		       6		       4		       4		      17		       3
   taken			{1, 2, 3, 4, 5, 6, 7, 9, 10}				      27		       6		       3		       4		       1		       2		       2		       5		       0		       3		       1
    tale			     {7}				       2		       0		       0		       0		       0		       0		       0		       2		       0		       0		       0
   talon			     {8}				       1		       0		       0		       0		       0		       0		       0		       0		       1		       0		       0
 tangent			     {1}				       2		       2		       0		       0		       0		       0		       0		       0		       0		       0		       0
tantalis			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
     tap			  {9, 7}				       2		       0		       0		       0		       0		       0		       0		       1		       0		       1		       0
tapeworm			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
    task			  {9, 5}				       2		       0		       0		       0		       0		       1		       0		       0		       0		       1		       0
  tassel			  {1, 9}				       7		       2		       0		       0		       0		       0		       0		       0		       0		       5		       0
    tast			     {8}				       1		       0		       0		       0		       0		       0		       0		       0		       1		       0		       0
  taught			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
    taut			     {7}				       2		       0		       0		       0		       0		       0		       0		       2		       0		       0		       0
     tax			 {10, 7}				       8		       0		       0		       0		       0		       0		       0		       1		       0		       0		       7
   teach			     {8}				       1		       0		       0		       0		       0		       0		       0		       0		       1		       0		       0
 teacher			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
    team			 {1, 10}				       2		       1		       0		       0		       0		       0		       0		       0		       0		       0		       1
    tear			  {1, 6}				       2		       1		       0		       0		       0		       0		       1		       0		       0		       0		       0
    teat			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
 technic			  {1, 9}				       4		       3		       0		       0		       0		       0		       0		       0		       0		       1		       0
    teem			     {6}				       2		       0		       0		       0		       0		       0		       2		       0		       0		       0		       0
   teeth			{8, 9, 6, 7}				      11		       0		       0		       0		       0		       0		       1		       7		       2		       1		       0
telegraph			     {2}				       1		       0		       1		       0		       0		       0		       0		       0		       0		       0		       0
telegraphi			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
telephon			     {2}				       1		       0		       1		       0		       0		       0		       0		       0		       0		       0		       0
telescop			{1, 3, 4, 5, 6, 7}				      43		       2		       0		       4		       1		      34		       1		       1		       0		       0		       0
    tell			{1, 2, 4, 7, 9}				      16		       3		       1		       0		       1		       0		       0		       7		       0		       4		       0
    temp			     {5}				       1		       0		       0		       0		       0		       1		       0		       0		       0		       0		       0
temperatur			{1, 2, 4, 5, 6, 8, 9, 10}				      43		       3		       4		       0		       6		       1		       4		       0		       1		       3		      21
  tempor			     {5}				       1		       0		       0		       0		       0		       1		       0		       0		       0		       0		       0
temporari			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
   tempt			  {5, 7}				       2		       0		       0		       0		       0		       1		       0		       1		       0		       0		       0
     ten			{1, 2, 3, 4, 5, 6, 9, 10}				      15		       3		       1		       5		       1		       1		       2		       0		       0		       1		       1
  tenabl			  {2, 6}				       2		       0		       1		       0		       0		       0		       1		       0		       0		       0		       0
  tenant			     {7}				       2		       0		       0		       0		       0		       0		       0		       2		       0		       0		       0
    tend			{3, 5, 7, 9, 10}				      14		       0		       0		       1		       0		       1		       0		       7		       0		       1		       4
 tendenc			{1, 4, 6, 7, 10}				      11		       1		       0		       0		       1		       0		       1		       5		       0		       0		       3
  tender			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
 tension			     {9}				       3		       0		       0		       0		       0		       0		       0		       0		       0		       3		       0
    tent			{1, 6, 7}				       7		       1		       0		       0		       0		       0		       2		       4		       0		       0		       0
 tentacl			     {6}				       5		       0		       0		       0		       0		       0		       5		       0		       0		       0		       0
   tenth			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
    term			{8, 1, 10, 7}				      24		       1		       0		       0		       0		       0		       0		       1		       1		       0		      21
  termin			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
terrestri			{1, 4, 7}				      11		       1		       0		       0		       1		       0		       0		       9		       0		       0		       0
  terrif			     {4}				       1		       0		       0		       0		       1		       0		       0		       0		       0		       0		       0
    ters			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
tertiari			     {7}				       3		       0		       0		       0		       0		       0		       0		       3		       0		       0		       0
    test			  {6, 7}				       3		       0		       0		       0		       0		       0		       1		       2		       0		       0		       0
    text			{9, 10, 5}				       8		       0		       0		       0		       0		       2		       0		       0		       0		       3		       3
      th			  {6, 7}				       2		       0		       0		       0		       0		       0		       1		       1		       0		       0		       0
   thank			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
 theoret			 {9, 10}				       3		       0		       0		       0		       0		       0		       0		       0		       0		       1		       2
  theori			{1, 2, 3, 4, 6, 7, 9, 10}				      52		       7		       2		       2		       7		       0		       9		       4		       0		      11		      10
thereaft			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
therefor			{2, 3, 4, 5, 6, 7, 9, 10}				      25		       0		       3		       4		       3		       1		       2		       2		       0		       6		       4
   thick			{1, 2, 4, 5, 6, 7}				      17		       4		       2		       0		       1		       1		       3		       6		       0		       0		       0
    thin			{3, 4, 5}				       4		       0		       0		       2		       1		       1		       0		       0		       0		       0		       0
   thing			{1, 2, 3, 4, 5, 6, 7, 8, 9, 10}				      33		       2		       3		       1		       2		       1		       4		       5		       3		       8		       4
   think			{1, 2, 3, 4, 5, 6, 7, 10}				      25		       4		       1		       5		       3		       2		       5		       2		       0		       0		       3
 thinker			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
 thinner			     {1}				       2		       2		       0		       0		       0		       0		       0		       0		       0		       0		       0
thinnest			     {4}				       1		       0		       0		       0		       1		       0		       0		       0		       0		       0		       0
 thinopu			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
   third			{1, 5, 6, 7, 8, 9}				      12		       2		       0		       0		       0		       3		       1		       3		       1		       2		       0
 thirsti			     {8}				       1		       0		       0		       0		       0		       0		       0		       0		       1		       0		       0
  thirti			{1, 2, 4, 7, 8, 9, 10}				      11		       1		       1		       0		       1		       0		       0		       3		       3		       1		       1
thirtieth			     {8}				       2		       0		       0		       0		       0		       0		       0		       0		       2		       0		       0
 thither			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
   thoma			  {1, 7}				       2		       1		       0		       0		       0		       0		       0		       1		       0		       0		       0
thompson			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
 thomson			{1, 10, 9, 7}				      13		       7		       0		       0		       0		       0		       0		       2		       0		       2		       2
thorough			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
thoroughfar			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
thoroughgo			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
thoroughli			  {5, 7}				       2		       0		       0		       0		       0		       1		       0		       1		       0		       0		       0
  though			{1, 6, 7, 8, 9, 10}				      21		       1		       0		       0		       0		       0		       5		       8		       2		       4		       1
 thought			{1, 3, 5, 6, 7, 9, 10}				       7		       1		       0		       1		       0		       1		       1		       1		       0		       1		       1
thousand			{1, 2, 3, 4, 5, 6, 9, 10}				      32		       4		       5		       2		       8		       4		       5		       0		       0		       3		       1
thousandth			     {9}				       2		       0		       0		       0		       0		       0		       0		       0		       0		       2		       0
  thread			  {1, 9}				       4		       1		       0		       0		       0		       0		       0		       0		       0		       3		       0
   three			{1, 3, 4, 5, 6, 7, 8, 9, 10}				      39		       5		       0		       3		       2		       3		       3		      13		       1		       3		       6
  thrill			     {2}				       1		       0		       1		       0		       0		       0		       0		       0		       0		       0		       0
  throne			     {4}				       1		       0		       0		       0		       1		       0		       0		       0		       0		       0		       0
throughout			{1, 2, 6, 7, 9, 10}				      14		       1		       2		       0		       0		       0		       5		       3		       0		       1		       2
   throw			{2, 10, 4, 6}				       5		       0		       1		       0		       2		       0		       1		       0		       0		       0		       1
  thrown			{1, 10, 6, 9}				       5		       2		       0		       0		       0		       0		       1		       0		       0		       1		       1
  thrush			{8, 1, 6}				      10		       1		       0		       0		       0		       0		       1		       0		       8		       0		       0
  thrust			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
     thu			{1, 2, 3, 4, 5, 6, 7, 8, 9, 10}				      47		       3		       2		       2		       1		       2		      12		      12		       1		       9		       3
   thumb			     {7}				       3		       0		       0		       0		       0		       0		       0		       3		       0		       0		       0
 thunder			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
thunderstorm			     {9}				       3		       0		       0		       0		       0		       0		       0		       0		       0		       3		       0
 thyroid			  {1, 6}				       2		       1		       0		       0		       0		       0		       1		       0		       0		       0		       0
   tidal			    {10}				       4		       0		       0		       0		       0		       0		       0		       0		       0		       0		       4
    tide			{1, 10, 6, 9}				      36		       3		       0		       0		       0		       0		       1		       0		       0		       1		      31
   tiger			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
    till			{8, 1, 6, 7}				       7		       1		       0		       0		       0		       0		       2		       1		       3		       0		       0
  timber			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
    time			{1, 2, 3, 4, 5, 6, 7, 8, 9, 10}				     107		      16		       3		       3		       3		       7		       8		      37		       4		      13		      13
    ting			  {3, 4}				       2		       0		       0		       1		       1		       0		       0		       0		       0		       0		       0
    tini			{1, 6, 7, 8, 10}				       5		       1		       0		       0		       0		       0		       1		       1		       1		       0		       1
    tint			     {2}				       1		       0		       1		       0		       0		       0		       0		       0		       0		       0		       0
     tip			  {8, 6}				       2		       0		       0		       0		       0		       0		       1		       0		       1		       0		       0
   tissu			  {6, 7}				       6		       0		       0		       0		       0		       0		       4		       2		       0		       0		       0
   titan			     {3}				       1		       0		       0		       1		       0		       0		       0		       0		       0		       0		       0
    titl			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
      tm			    {10}				      57		       0		       0		       0		       0		       0		       0		       0		       0		       0		      57
      to			     {7}				       5		       0		       0		       0		       0		       0		       0		       5		       0		       0		       0
    toad			{8, 1, 7}				       4		       1		       0		       0		       0		       0		       0		       2		       1		       0		       0
     toe			  {8, 7}				       4		       0		       0		       0		       0		       0		       0		       3		       1		       0		       0
  togeth			{1, 5, 6, 7, 8, 9, 10}				      22		       5		       0		       0		       0		       1		       2		       3		       1		       9		       1
    told			     {1}				       3		       3		       0		       0		       0		       0		       0		       0		       0		       0		       0
     ton			{2, 4, 5, 7, 9, 10}				      12		       0		       1		       0		       1		       3		       0		       1		       0		       4		       2
   tongu			{1, 2, 7}				       6		       1		       1		       0		       0		       0		       0		       4		       0		       0		       0
    took			{6, 7, 8, 9, 10}				       9		       0		       0		       0		       0		       0		       1		       4		       1		       2		       1
    tool			  {1, 6}				       2		       1		       0		       0		       0		       0		       1		       0		       0		       0		       0
   tooth			{1, 9, 7}				       7		       1		       0		       0		       0		       0		       0		       5		       0		       1		       0
     top			{1, 4, 5, 7, 9}				       6		       1		       0		       0		       1		       2		       0		       1		       0		       1		       0
 torpedo			     {4}				       1		       0		       0		       0		       1		       0		       0		       0		       0		       0		       0
 tortois			{8, 1, 6, 7}				       7		       1		       0		       0		       0		       0		       1		       1		       4		       0		       0
 tortuou			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
   total			{1, 2, 7, 9, 10}				      14		       3		       1		       0		       0		       0		       0		       7		       0		       2		       1
   touch			{8, 5, 6}				       4		       0		       0		       0		       0		       1		       2		       0		       1		       0		       0
   tough			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
  toward			{1, 2, 3, 4, 5, 6, 7, 8, 10}				      25		       1		       4		       1		       2		       7		       2		       4		       2		       0		       2
   tower			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
   trace			{1, 3, 6, 7, 8, 10}				      13		       1		       0		       4		       0		       0		       1		       5		       1		       0		       1
traceabl			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
   tract			  {1, 7}				       2		       1		       0		       0		       0		       0		       0		       1		       0		       0		       0
trademark			    {10}				      11		       0		       0		       0		       0		       0		       0		       0		       0		       0		      11
   trail			  {1, 7}				       2		       1		       0		       0		       0		       0		       0		       1		       0		       0		       0
   train			  {8, 9}				       6		       0		       0		       0		       0		       0		       0		       0		       2		       4		       0
    tram			 {9, 10}				       2		       0		       0		       0		       0		       0		       0		       0		       0		       1		       1
 trammel			     {8}				       1		       0		       0		       0		       0		       0		       0		       0		       1		       0		       0
   tramp			     {8}				       1		       0		       0		       0		       0		       0		       0		       0		       1		       0		       0
tranquil			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
transcend			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
transcrib			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
transcript			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
transfer			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
transform			{1, 10, 9, 7}				      16		       2		       0		       0		       0		       0		       0		       5		       0		       7		       2
 transit			{9, 5, 7}				       4		       0		       0		       0		       0		       2		       0		       1		       0		       1		       0
transmiss			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
transmit			 {9, 10}				       5		       0		       0		       0		       0		       0		       0		       0		       0		       4		       1
transmut			     {9}				       4		       0		       0		       0		       0		       0		       0		       0		       0		       4		       0
transpar			  {1, 2}				       2		       1		       1		       0		       0		       0		       0		       0		       0		       0		       0
transport			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
    trap			  {1, 6}				       4		       1		       0		       0		       0		       0		       3		       0		       0		       0		       0
 travail			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
  travel			{1, 4, 5, 6, 9, 10}				      36		       6		       0		       0		       4		       1		       5		       0		       0		      16		       4
 travers			  {1, 9}				       2		       1		       0		       0		       0		       0		       0		       0		       0		       1		       0
 treacli			     {2}				       1		       0		       1		       0		       0		       0		       0		       0		       0		       0		       0
   tread			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
 treasur			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
   treat			     {5}				       1		       0		       0		       0		       0		       1		       0		       0		       0		       0		       0
treatment			 {1, 10}				       2		       1		       0		       0		       0		       0		       0		       0		       0		       0		       1
    tree			{1, 5, 6, 7, 8, 9}				      23		       4		       0		       0		       0		       2		       5		       9		       2		       1		       0
 tremend			{9, 2, 5}				       7		       0		       4		       0		       0		       1		       0		       0		       0		       2		       0
   trend			     {7}				       2		       0		       0		       0		       0		       0		       0		       2		       0		       0		       0
   trent			 {1, 10}				       4		       2		       0		       0		       0		       0		       0		       0		       0		       0		       2
     tri			{1, 2, 6, 7, 8, 9, 10}				      17		       1		       1		       0		       0		       0		       2		       3		       4		       3		       3
   trial			{8, 6, 7}				       7		       0		       0		       0		       0		       0		       4		       1		       2		       0		       0
triangular			  {9, 2}				       2		       0		       1		       0		       0		       0		       0		       0		       0		       1		       0
triassic			  {1, 7}				      11		       1		       0		       0		       0		       0		       0		      10		       0		       0		       0
triceratop			  {1, 7}				       2		       1		       0		       0		       0		       0		       0		       1		       0		       0		       0
 trigger			  {8, 6}				       6		       0		       0		       0		       0		       0		       4		       0		       2		       0		       0
trillion			{1, 3, 5, 9}				      16		       8		       0		       1		       0		       2		       0		       0		       0		       5		       0
trilobit			  {1, 7}				       8		       1		       0		       0		       0		       0		       0		       7		       0		       0		       0
    trip			     {8}				       1		       0		       0		       0		       0		       0		       0		       0		       1		       0		       0
 triumph			  {1, 5}				       4		       3		       0		       0		       0		       1		       0		       0		       0		       0		       0
  tropic			  {1, 3}				       2		       1		       0		       1		       0		       0		       0		       0		       0		       0		       0
 tropism			     {6}				       4		       0		       0		       0		       0		       0		       4		       0		       0		       0		       0
  troubl			     {8}				       2		       0		       0		       0		       0		       0		       0		       0		       2		       0		       0
troublesom			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
  trough			  {9, 7}				       3		       0		       0		       0		       0		       0		       0		       1		       0		       2		       0
   truck			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
    true			{1, 2, 3, 4, 6, 7, 8, 9, 10}				      25		       2		       1		       1		       1		       0		       5		       8		       1		       4		       2
   truli			  {1, 5}				       2		       1		       0		       0		       0		       1		       0		       0		       0		       0		       0
 trumpet			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
   trunk			     {8}				       1		       0		       0		       0		       0		       0		       0		       0		       1		       0		       0
   truth			{8, 6, 7}				       4		       0		       0		       0		       0		       0		       1		       1		       2		       0		       0
trypanosom			     {6}				       3		       0		       0		       0		       0		       0		       3		       0		       0		       0		       0
trypanosoma			  {1, 6}				       2		       1		       0		       0		       0		       0		       1		       0		       0		       0		       0
     tse			  {6, 7}				       6		       0		       0		       0		       0		       0		       4		       2		       0		       0		       0
    tube			{1, 4, 5, 7, 9}				      11		       1		       0		       0		       1		       4		       0		       4		       0		       1		       0
 tubercl			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
 tubular			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
    tuft			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
   tumbl			  {8, 6}				       2		       0		       0		       0		       0		       0		       1		       0		       1		       0		       0
 tumultu			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
  tupaia			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
    turn			{1, 3, 4, 6, 7, 8, 9, 10}				      28		       4		       0		       4		       2		       0		       1		       4		       1		       7		       5
   turtl			  {8, 7}				       7		       0		       0		       0		       0		       0		       0		       3		       4		       0		       0
 twelfth			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
   twelv			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
  twenti			{1, 4, 5, 7, 9, 10}				      16		       4		       0		       0		       3		       2		       0		       1		       0		       3		       3
twentieth			     {8}				       1		       0		       0		       0		       0		       0		       0		       0		       1		       0		       0
   twice			{8, 9, 10, 4}				       4		       0		       0		       0		       1		       0		       0		       0		       1		       1		       1
    twig			     {8}				       1		       0		       0		       0		       0		       0		       0		       0		       1		       0		       0
twilight			     {4}				       2		       0		       0		       0		       2		       0		       0		       0		       0		       0		       0
  twinkl			     {4}				       1		       0		       0		       0		       1		       0		       0		       0		       0		       0		       0
     two			{1, 2, 3, 4, 5, 6, 7, 8, 9, 10}				      98		       4		       4		       2		       9		      10		      17		      14		       9		      19		      10
     txt			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
   tycho			     {3}				       1		       0		       0		       1		       0		       0		       0		       0		       0		       0		       0
    type			{1, 3, 4, 5, 6, 7, 8, 9, 10}				      42		       4		       0		       1		       4		       3		       3		      17		       7		       2		       1
   typic			{1, 3, 4, 6, 7}				       6		       2		       0		       1		       1		       0		       1		       1		       0		       0		       0
 tyranni			     {8}				       3		       0		       0		       0		       0		       0		       0		       0		       3		       0		       0
       u			 {10, 7}				       6		       0		       0		       0		       0		       0		       0		       3		       0		       0		       3
    ulna			     {7}				       2		       0		       0		       0		       0		       0		       0		       2		       0		       0		       0
   ultim			{1, 10, 9}				       4		       1		       0		       0		       0		       0		       0		       0		       0		       2		       1
   ultra			     {9}				       3		       0		       0		       0		       0		       0		       0		       0		       0		       3		       0
ultramicroscop			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
   unabl			     {8}				       1		       0		       0		       0		       0		       0		       0		       0		       1		       0		       0
unaccustom			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
   unalt			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
 unavail			 {9, 10}				       8		       0		       0		       0		       0		       0		       0		       0		       0		       1		       7
  unborn			  {6, 7}				       3		       0		       0		       0		       0		       0		       1		       2		       0		       0		       0
unbroken			  {8, 7}				       2		       0		       0		       0		       0		       0		       0		       1		       1		       0		       0
uncertain			  {1, 6}				       3		       2		       0		       0		       0		       0		       1		       0		       0		       0		       0
 unchang			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
unconsci			     {7}				       2		       0		       0		       0		       0		       0		       0		       2		       0		       0		       0
unconvinc			     {3}				       1		       0		       0		       1		       0		       0		       0		       0		       0		       0		       0
  undeni			     {7}				       2		       0		       0		       0		       0		       0		       0		       2		       0		       0		       0
undercharg			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
 undergo			  {9, 2}				       4		       0		       3		       0		       0		       0		       0		       0		       0		       1		       0
 underli			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
underneath			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
  underr			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
understand			{1, 2, 6, 7, 9, 10}				      14		       3		       2		       0		       0		       0		       2		       4		       0		       2		       1
understood			{1, 9, 7}				       4		       1		       0		       0		       0		       0		       0		       1		       0		       2		       0
  underw			  {5, 7}				       2		       0		       0		       0		       0		       1		       0		       1		       0		       0		       0
underwood			 {1, 10}				       4		       2		       0		       0		       0		       0		       0		       0		       0		       0		       2
 undoubt			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
