     bat			       4		       0		       0		       0		       0		       0		       0		       4		       0		       0		       0
    bath			       1		       0		       0		       0		       0		       0		       0		       0		       1		       0		       0
 batteri			       2		       0		       0		       0		       0		       0		       0		       0		       0		       2		       0
 bavaria			       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
     bay			       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
 bayliss			       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
      be			       1		       0		       0		       1		       0		       0		       0		       0		       0		       0		       0
    beak			       1		       0		       0		       0		       0		       0		       0		       0		       1		       0		       0
    bear			      11		       1		       0		       0		       1		       0		       1		       4		       2		       0		       2
   beast			       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
    beat			       2		       0		       0		       0		       0		       0		       0		       0		       2		       0		       0
  beauti			      11		       1		       1		       1		       0		       0		       4		       1		       0		       3		       0
  beaver			       5		       1		       0		       0		       0		       0		       0		       1		       3		       0		       0
   becam			      18		       0		       2		       0		       0		       0		       1		       7		       1		       1		       6
   becom			      66		       6		       1		       0		       3		       2		      17		      17		       0		      15		       5
     bed			       5		       0		       0		       1		       0		       0		       1		       2		       0		       1		       0
     bee			      10		       0		       0		       0		       0		       0		       1		       2		       7		       0		       0
   beetl			       3		       2		       0		       0		       0		       0		       0		       1		       0		       0		       0
   began			      23		       1		       0		       2		       2		       0		       3		      11		       1		       0		       3
   begin			      62		      12		       1		       0		       2		       2		      33		       6		       1		       3		       2
  beginn			       1		       0		       0		       0		       0		       1		       0		       0		       0		       0		       0
   begun			       3		       0		       0		       0		       0		       0		       1		       1		       1		       0		       0
   behav			       5		       0		       1		       0		       0		       0		       2		       0		       0		       2		       0
behaviour			      40		       2		       0		       0		       0		       0		      11		      17		      10		       0		       0
  behind			      10		       3		       0		       0		       1		       0		       1		       1		       0		       3		       1
  behold			       1		       0		       0		       0		       0		       1		       0		       0		       0		       0		       0
  belief			       2		       0		       1		       1		       0		       0		       0		       0		       0		       0		       0
  believ			      19		       2		       1		       5		       2		       1		       1		       2		       2		       2		       1
    bell			      11		       0		       0		       0		       0		       0		       0		       1		       0		      10		       0
  belong			       3		       1		       0		       0		       0		       0		       0		       1		       0		       1		       0
    belt			       4		       2		       1		       1		       0		       0		       0		       0		       0		       0		       0
 beneath			       3		       1		       0		       0		       0		       0		       0		       1		       1		       0		       0
benefactress			       1		       0		       0		       0		       0		       0		       0		       0		       1		       0		       0
benefici			       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
 benefit			       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
 benevol			       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
    bent			       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
 berenic			       2		       0		       0		       0		       0		       2		       0		       0		       0		       0		       0
   berri			       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
 berridg			      11		       9		       0		       0		       0		       0		       0		       1		       1		       0		       0
berthelot			       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
   beset			       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
   besid			      16		       0		       1		       1		       2		       1		       3		       4		       2		       2		       0
    best			       8		       1		       3		       0		       1		       0		       1		       1		       0		       1		       0
    beta			       2		       0		       0		       0		       0		       0		       0		       0		       0		       2		       0
betelgeux			       1		       0		       0		       0		       1		       0		       0		       0		       0		       0		       0
 betoken			       1		       0		       0		       0		       0		       0		       0		       0		       1		       0		       0
  better			       6		       1		       1		       0		       1		       0		       1		       2		       0		       0		       0
    beun			       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
  beyond			      13		       0		       1		       0		       1		       1		       1		       3		       1		       3		       2
bibliographi			       4		       1		       0		       0		       0		       1		       0		       1		       0		       0		       1
     bid			       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
     big			      21		       4		       0		       1		       0		       1		       2		       6		       5		       1		       1
  bigger			       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
 biggest			       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
 bilater			       3		       0		       0		       0		       0		       0		       3		       0		       0		       0		       0
    bill			      15		       8		       0		       0		       0		       0		       0		       2		       4		       1		       0
  binari			       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
    bind			       2		       0		       0		       0		       0		       0		       0		       2		       0		       0		       0
binocular			       1		       0		       0		       0		       0		       1		       0		       0		       0		       0		       0
  biolog			       3		       1		       0		       0		       0		       0		       1		       1		       0		       0		       0
biologist			       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
